-1.3667,-1.5375
-0.73392,-1.1171
-1.2962,-1.3101
-1.6448,-0.89983
-1.5216,-1.109
-0.21868,-1.6239
-0.44403,-1.5342
-0.49551,-1.6184
-5.0461,-3.3669
-2.1144,-0.99292
-2.6056,-1.382
-2.6381,-1.1968
-2.3317,-1.405
-3.2836,-1.3934
-3.2674,-1.2639
NaN,NaN
-2.6705,-1.2208
-2.9651,-0.85971
NaN,NaN
NaN,NaN
-2.2153,-1.1315
-2.8733,-1.3731
-1.0954,-1.6867
NaN,NaN
-2.4502,-1.6047
-1.7111,-1.7584
-3.4253,-1.4738
-2.6596,-1.0528
-1.6127,-1.3721
-3.5202,-0.62933
-2.502,-0.87268
-2.3823,-2.1209
-1.8749,-0.97856
-1.552,-1.0001
-1.3772,-0.93736
-2.8532,-2.0458
-2.3158,-1.1548
-2.5732,-0.97664
-1.8076,-0.92497
-2.0741,-1.071
-2.7033,-0.7835
-2.9129,-0.87601
-2.5177,-0.97276
-3.8818,-0.47623
-3.6802,-0.85166
-2.7448,-0.64266
-2.7939,-1.1638
-3.218,-0.90169
-2.3457,-0.77001
-1.9106,-0.92811
-2.5706,-1.2384
-2.4131,-1.1081
NaN,NaN
-2.6959,-1.2276
-3.6939,-2.0992
-2.6483,-2.2217
-1.8222,-0.90939
-3.3144,-0.95646
-3.6121,-2.1638
-3.2412,-3.0381
-2.3089,-2.0081
-2.2486,-0.96815
-1.8467,-1.8652
-2.5705,-1.6196
-2.934,-0.72465
-2.4208,-0.97967
-2.2989,-0.99931
NaN,NaN
-2.2539,-0.57613
-1.7169,-1.4795
-1.5125,-1.3935
-2.099,-1.2292
-2.126,-0.95417
-2.7373,-0.39515
-2.7507,-0.62563
-2.0258,-1.0267
-2.4058,-1.0051
-2.7099,-0.48802
-2.1041,-1.3116
-2.8804,-1.3046
-2.1751,-0.96196
-3.1328,-0.67945
-3.3591,-0.96973
-3.8941,-0.38135
-2.2265,-0.80993
-2.499,-1.0446
-2.8994,-0.8741
-0.97197,-1.4578
-2.1193,-0.89536
-1.473,-1.2642
-2.0318,-1.0726
-2.2263,-1.133
-2.014,-1.1492
-1.9706,-1.0401
-2.265,-1.2493
-1.7448,-0.94132
-2.5374,-0.88494
-2.8121,-0.52056
-1.3415,-1.021
-2.9001,-0.87628
-3.0699,-0.4403
-2.7,-0.87484
-2.1559,-1.1793
-1.8049,-1.1768
-1.6864,-0.99629
-1.7929,-1.075
-1.5937,-1.023
-1.5031,-0.83563
-1.1916,-1.2182
-2.1104,-0.74936
-1.6081,-1.0329
-2.1991,-0.56124
-1.3426,-1.1228
-2.4155,-0.80295
-1.7654,-0.84663
-1.7494,-0.75794
-0.84285,-1.1757
-0.76214,-1.2718
-0.073639,-1.4129
-3.1767,-0.49567
-2.5786,-1.0332
-2.0645,-0.81736
-2.2794,-1.0008
-1.7448,-0.94477
-2.1235,-1.0062
-1.6497,-1.171
-1.7033,-0.69768
-1.4467,-0.94653
-1.3126,-1.1452
-2.6155,-0.42917
-1.7634,-1.0021
-1.268,-1.0388
-1.6208,-1.0712
-0.93473,-1.3265
-0.063347,-1.3144
-0.30077,-1.5181
-0.74665,-0.89369
-0.66698,-1.15
-1.2563,-1.1923
-0.94,-0.80229
-0.21978,-0.9575
-1.0346,-1.019
-0.96891,-0.84917
-1.0157,-1.1779
-0.69269,-1.2475
-0.89304,-1.218
-1.6037,-0.72778
-0.86952,-0.56471
-1.4081,-1.067
-1.3984,-1.0412
-1.1676,-0.90501
-0.8681,-1.1157
-1.6577,-1.0013
-2.3784,-0.88592
-1.157,-1.5774
-2.0421,-1.1564
-2.0282,-0.69261
-1.7084,-0.55
-2.2726,-1.1838
-1.7062,-1.3346
-0.84288,-1.0509
-2.3944,-0.60296
-1.973,-1.1081
-2.6056,-0.95784
-3.0957,-0.74164
-1.4034,-0.86519
-2.1595,-0.87768
-2.3973,-0.92234
-3.0448,-0.7233
-2.1005,-0.69325
-0.8005,-0.75846
-1.3916,-1.1886
-3.7056,-0.4123
-2.0408,-1.1607
-1.6511,-1.4406
-0.7869,-1.1758
-1.3725,-1.2058
-2.0942,-1.3009
-0.11442,-1.7738
-0.91855,-1.4016
